phrase,intent,parameters
"Выключи кондиционер, пусть шум минимален",ac_off,
"Режим рециркуляции включи, жарко снаружи",ac_mode_set,"{""mode"": ""recirculation""}"
Добавь вентилятор на средний уровень,ac_fan_set,"{""level"": ""medium""}"
Максимальная мощность вентилятора — пожалуйста,ac_fan_set,"{""level"": ""max""}"
Убавь обдув на два шага,ac_fan_set,"{""change"": ""-2""}"
Подогрев руля включи — замёрзли руки,wheel_heater_set,"{""state"": ""on""}"
Нагрей водительское сиденье на высокую ступень,seat_heater_set,"{""seat"": ""driver"", ""level"": ""high""}"
"Сделай тёплым кресло пассажира, низкий режим",seat_heater_set,"{""seat"": ""passenger"", ""level"": ""low""}"
Отключи вентиляцию сидений у меня,seat_vent_set,"{""seat"": ""driver"", ""state"": ""off""}"
Режим обогрева заднего стекла выключи,defrost_set,"{""target"": ""rear"", ""state"": ""off""}"
Отодвинь панорамный люк на треть,sunroof_set,"{""position"": ""one_third""}"
"Заполни люк полностью, хочу свежий воздух посреди ночи",sunroof_set,"{""position"": ""full""}"
"Играй музыку, что-то спокойное для детей",play_music,"{""mood"": ""calm""}"
"Стоп музыку, нужно тихо",stop_music,
Поставь на паузу — малыш проснулся,media_pause,
Убавь громкость до минимума,volume_set,"{""level"": ""min""}"
"Сделай звук как обычно, включи назад",volume_mute_set,"{""mute"": ""off""}"
Поставь источником Bluetooth — телефон у меня,media_source_set,"{""source"": ""bluetooth""}"
Включи повтор трека один раз,media_repeat_set,"{""mode"": ""one""}"
"Отключи повторение, пожалуйста",media_repeat_set,"{""mode"": ""off""}"
Перемешивание включи — пусть играет случайно,media_shuffle_set,"{""shuffle"": ""on""}"
"Шафл выключи, хочу порядок альбомов",media_shuffle_set,"{""shuffle"": ""off""}"
Включи радио на станцию 101.2 FM,radio_set_station,"{""frequency"": ""101.2""}"
"Радио включи, я хочу новости",radio_set,"{""state"": ""on""}"
"Выруби радио, пусть будет тишина",radio_set,"{""state"": ""off""}"
Навигируй до ближайшего супермаркета в пригороде,nav_start,"{""destination"": ""nearest_supermarket"", ""area"": ""suburb""}"
"Отмени маршрут, пожалуйста, дети устали",nav_cancel,
Позвони бабушке — Андрее Сергеевне,call_start,"{""contact"": ""Андрея Сергеевна""}"
Фары включи автоматически,headlights_set,"{""mode"": ""auto""}"
"Дальний свет включи, если нужно",high_beam_set,"{""state"": ""auto_on""}"
"Выключи дальний, дети спят",high_beam_set,"{""state"": ""off""}"
Протри дворники на минимальной скорости,wipers_set,"{""speed"": ""low""}"
Включи дождевой режим дворников,rain_set,"{""state"": ""on""}"
"Отключи сенсор дождя, шумит от трассы",rain_set,"{""state"": ""off""}"
"Пассажирское сиденье охладить, не жарко",seat_vent_set,"{""seat"": ""passenger"", ""state"": ""on""}"
"Немного тише музыку, дети засыпают, пожалуйста",volume_change,"{""change"": ""-2"", ""note"": ""soft""}"
"Поставь источник на USB, там плейлист для ночи",media_source_set,"{""source"": ""usb""}"
Переключи на следующую FM-станцию,radio_set,"{""action"": ""next""}"
Включи режим спокойного повторения всех треков,media_repeat_set,"{""mode"": ""all""}"
Случайный порядок треков отключи — пусть будут подборки подряд,media_shuffle_set,"{""shuffle"": ""off""}"
Как жарко сегодня ночью в пригороде?,chitchat,
"Мне спокойнее без музыки, тихо и спокойно",chitchat,
Открой окно с левой стороны наполовину,window_set,"{""side"": ""left"", ""position_percent"": 50}"
Приоткрой правое окно,window_set,"{""side"": ""right"", ""position"": ""vent""}"
Сделай холоднее в салоне на два градуса,ac_set,"{""delta_degrees"": -2}"
Подними температуру до двадцати двух,ac_set,"{""temperature_c"": 22}"
Включи режим экономии,ac_mode_set,"{""mode"": ""eco""}"
Включи подогрев сиденья водителя на макс,seat_heater_set,"{""seat"": ""driver"", ""level"": 3}"
"Подогрей пассажирское сиденье, пожалуйста, на два",seat_heater_set,"{""seat"": ""passenger"", ""level"": 2}"
Вентиляция сиденья назад выключить,seat_vent_set,"{""seat"": ""rear"", ""state"": ""off""}"
