phrase,intent,parameters
Как доехать до вокзала?,nav_start,"{""destination"": ""вокзал""}"
"Навигация, отмени маршрут",nav_cancel,
Позвони Петру,call_start,"{""contact"": ""Петр""}"
Ответь на звонок,call_answer,
Повесь трубку,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
"Дождь начался, включи дворники на средней скорости",wipers_set,"{""speed"": ""medium""}"
"Пожалуйста, сделай свет авто",headlights_set,"{""state"": ""auto""}"
Как дела?,chitchat,
"Все в порядке, а у тебя?",chitchat,
Открой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
"Пожалуйста, закрой все окна",window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло пассажира,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Сделай кондиционер холоднее, поставь на 18",ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи климат-контроль на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Выключи обдув,ac_mode_set,"{""enabled"": false}"
Поставь вентилятор на высокую скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай обогрев сиденья пассажира на 50,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогреватель сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 70}"
Включи обдув на лобовое стекло,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Выключи обдув заднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк полностью,sunroof_set,"{""action"": ""close""}"
Включи музыку,play_music,
Останови воспроизведение,stop_music,
Переключи на следующий трек,next_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Убавь громкость на 5,volume_change,"{""delta"": -5}"
Установи громкость на 80 процентов,volume_set,"{""level"": 80}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Поставь радио на частоту 95.5,radio_set,"{""frequency"": ""95.5""}"
Начни навигацию до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Как доехать до станции метро?,nav_start,"{""destination"": ""станция метро""}"
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заканчивай разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Поставь дворники на авто,rain_set,"{""mode"": ""auto""}"
Как дела?,chitchat,
Всё нормально,chitchat,
Открой окно водителя полностью,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Приоткрой стекло на двадцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 20}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Закрой пассажирское окно,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Можно открыть все окна?,window_set,"{""action"": ""open"", ""window"": ""all""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Поставь кондиционер на двадцать пять,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Выключи кондиционер,ac_off,
Включи обогрев сиденья для пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Как выключить обогрев сидений?,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Давай сделаем потише музыку,volume_change,"{""direction"": ""down""}"
Сделай громче на пятьдесят,volume_change,"{""delta"": 50}"
Настрой громкость на 30 процентов,volume_set,"{""level"": 30}"
Уменьши громкость на 10,volume_change,"{""delta"": -10}"
Включи радио на частоте 101.2,radio_set,"{""frequency"": ""101.2""}"
Переключи на следующую песню,next_track,
Вернись к предыдущему треку,previous_track,
Звони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
"Пожалуйста, останови музыку",stop_music,
Как добраться до Красной площади?,nav_start,"{""destination"": ""Красная площадь""}"
Отмени навигацию,nav_cancel,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи скорость дворников на авто,wipers_set,"{""speed"": ""auto""}"
Как дела?,chitchat,
"Привет, что нового?",chitchat,
Открой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Закрой пассажирское окно,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Приоткрой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
Сделай потише на десять,volume_change,"{""delta"": -10}"
Поставь громкость на восемьдесят процентов,volume_set,"{""level"": 80}"
Включи кондиционер и установи температуру на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Выключи кондиционер,ac_off,
Как доехать до ВДНХ?,nav_start,"{""destination"": ""ВДНХ""}"
Переключи на следующую станцию радио,next_track,
Сделай громче на пять,volume_change,"{""delta"": 5}"
Позвони брату,call_start,"{""contact"": ""брат""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Как дела?,chitchat,
Включи обогрев сиденья пассажира на пятьдесят процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
